direction,advance_deg,repeat,t_ms,angle_turn16,position_turns,rpm,speed_rpm
1,30,0,0.000,29158,0.000000,5533,5533
1,30,0,1.000,30484,0.020233,1213,1213
1,30,0,2.000,31952,0.042633,1343,1343
1,30,0,3.000,34032,0.074371,1904,1904
1,30,0,4.000,35382,0.094971,1235,1235
1,30,0,5.000,36424,0.110870,953,953
1,30,0,6.000,37504,0.127350,988,988
1,30,0,7.000,38897,0.148605,1275,1275
1,30,0,8.000,40476,0.172699,1445,1445
1,30,0,9.000,41697,0.191330,1117,1117
1,30,0,10.000,42808,0.208282,1017,1017
1,30,0,11.000,44148,0.228729,1226,1226
1,30,0,12.000,45537,0.249924,1271,1271
1,30,0,13.000,46919,0.271011,1265,1265
1,30,0,14.000,48222,0.290894,1192,1192
1,30,0,15.000,49474,0.309998,1146,1146
1,30,0,16.000,51093,0.334702,1482,1482
1,30,0,17.000,52173,0.351181,988,988
1,30,0,18.000,53133,0.365829,878,878
1,30,0,19.000,54350,0.384399,1114,1114
1,30,0,20.000,56461,0.416611,1932,1932
1,30,0,21.000,57351,0.430191,814,814
1,30,0,22.000,58463,0.447159,1018,1018
1,30,0,23.000,59432,0.461945,887,887
1,30,0,24.000,60400,0.476715,886,886
1,30,0,25.000,62042,0.501770,1503,1503
1,30,0,26.000,63089,0.517746,958,958
1,30,0,27.000,64039,0.532242,869,869
1,30,0,28.000,64961,0.546310,844,844
1,30,0,29.000,404,0.561249,896,896
1,30,0,30.000,1492,0.577850,996,996
1,30,0,31.000,2445,0.592392,872,872
1,30,0,32.000,3290,0.605286,773,773
1,30,0,33.000,3951,0.615372,605,605
1,30,0,34.000,4926,0.630249,892,892
1,30,0,35.000,5830,0.644043,827,827
1,30,0,36.000,6866,0.659851,948,948
1,30,0,37.000,7532,0.670013,609,609
1,30,0,38.000,8164,0.679657,578,578
1,30,0,39.000,8819,0.689651,599,599
1,30,0,40.000,9582,0.701294,698,698
1,30,0,41.000,10541,0.715927,877,877
1,30,0,42.000,11277,0.727158,673,673
1,30,0,43.000,12409,0.744431,1036,1036
1,30,0,44.000,13126,0.755371,656,656
1,30,0,45.000,13783,0.765396,601,601
1,30,0,46.000,14387,0.774612,552,552
1,30,0,47.000,14972,0.783539,535,535
1,30,0,48.000,15617,0.793381,590,590
1,30,0,49.000,16434,0.805847,747,747
1,30,0,50.000,17317,0.819321,808,808
1,30,0,51.000,18096,0.831207,713,713
1,30,0,52.000,18442,0.836487,316,316
1,30,0,53.000,18980,0.844696,492,492
1,30,0,54.000,19500,0.852631,476,476
1,30,0,55.000,19875,0.858353,343,343
1,30,0,56.000,20118,0.862061,222,222
1,30,0,57.000,20672,0.870514,507,507
1,30,0,58.000,21349,0.880844,619,619
1,30,0,59.000,21958,0.890137,557,557
1,30,0,60.000,22475,0.898026,473,473
1,30,0,61.000,23175,0.908707,640,640
1,30,0,62.000,23649,0.915939,433,433
1,30,0,63.000,24280,0.925568,577,577
1,30,0,64.000,24695,0.931900,379,379
1,30,0,65.000,25095,0.938004,366,366
1,30,0,66.000,25397,0.942612,276,276
1,30,0,67.000,25460,0.943573,57,57
1,30,0,68.000,25479,0.943863,17,17
1,30,0,69.000,25418,0.942932,-55,55
1,30,0,70.000,25450,0.943420,29,29
1,30,0,71.000,25405,0.942734,-41,41
1,30,0,72.000,25418,0.942932,11,11
1,30,0,73.000,25440,0.943268,20,20
1,30,0,74.000,25490,0.944031,45,45
1,30,0,75.000,25684,0.946991,177,177
1,30,0,76.000,26143,0.953995,420,420
1,30,0,77.000,26624,0.961334,440,440
1,30,0,78.000,27061,0.968002,400,400
1,30,0,79.000,27305,0.971725,223,223
1,30,0,80.000,27506,0.974792,184,184
1,30,0,81.000,27930,0.981262,388,388
1,30,0,82.000,28406,0.988525,435,435
1,30,0,83.000,28916,0.996307,466,466
1,30,0,84.000,29103,0.999161,171,171
1,30,0,85.000,29184,1.000397,74,74
1,30,0,86.000,29457,1.004562,249,249
1,30,0,87.000,29887,1.011124,393,393
1,30,0,88.000,30163,1.015335,252,252
1,30,0,89.000,30452,1.019745,264,264
1,30,0,90.000,30659,1.022903,189,189
1,30,0,91.000,30752,1.024323,85,85
1,30,0,92.000,30712,1.023712,-36,36
1,30,0,93.000,30736,1.024078,21,21
1,30,0,94.000,30763,1.024490,24,24
1,30,0,95.000,30800,1.025055,33,33
1,30,0,96.000,30721,1.023849,-72,72
1,30,0,97.000,30717,1.023788,-3,3
1,30,0,98.000,30774,1.024658,52,52
1,30,0,99.000,30729,1.023972,-41,41
1,30,0,100.000,30749,1.024277,18,18
1,30,0,101.000,30741,1.024155,-7,7
1,30,0,102.000,30760,1.024445,17,17
1,30,0,103.000,30757,1.024399,-2,2
1,30,0,104.000,30740,1.024139,-15,15
1,30,0,105.000,30760,1.024445,18,18
1,30,0,106.000,30769,1.024582,8,8
1,30,0,107.000,30779,1.024734,9,9
1,30,0,108.000,30782,1.024780,2,2
1,30,0,109.000,30731,1.024002,-46,46
1,30,0,110.000,30723,1.023880,-7,7
1,30,0,111.000,30724,1.023895,0,0
1,30,0,112.000,30773,1.024643,44,44
1,30,0,113.000,30732,1.024017,-37,37
1,30,0,114.000,30770,1.024597,34,34
1,30,0,115.000,30763,1.024490,-6,6
1,30,0,116.000,30728,1.023956,-32,32
1,30,0,117.000,30740,1.024139,10,10
1,30,0,118.000,30767,1.024551,24,24
1,30,0,119.000,30723,1.023880,-40,40
1,30,0,120.000,30759,1.024429,32,32
1,30,0,121.000,30750,1.024292,-8,8
1,30,0,122.000,30696,1.023468,-49,49
1,30,0,123.000,30726,1.023926,27,27
1,30,0,124.000,30717,1.023788,-8,8
1,30,0,125.000,30746,1.024231,26,26
1,30,0,126.000,30738,1.024109,-7,7
1,30,0,127.000,30732,1.024017,-5,5
1,30,0,128.000,30765,1.024521,30,30
1,30,0,129.000,30749,1.024277,-14,14
1,30,0,130.000,30754,1.024353,4,4
1,30,0,131.000,30763,1.024490,8,8
1,30,0,132.000,30725,1.023911,-34,34
1,30,0,133.000,30760,1.024445,32,32
1,30,0,134.000,30745,1.024216,-13,13
1,30,0,135.000,30757,1.024399,10,10
1,30,0,136.000,30717,1.023788,-36,36
1,30,0,137.000,30700,1.023529,-15,15
1,30,0,138.000,30725,1.023911,22,22
1,30,0,139.000,30735,1.024063,9,9
1,30,0,140.000,30725,1.023911,-9,9
1,30,0,141.000,30724,1.023895,0,0
1,30,0,142.000,30757,1.024399,30,30
1,30,0,143.000,30761,1.024460,3,3
1,30,0,144.000,30740,1.024139,-19,19
1,30,0,145.000,30760,1.024445,18,18
1,30,0,146.000,30788,1.024872,25,25
1,30,0,147.000,30728,1.023956,-54,54
1,30,0,148.000,30728,1.023956,0,0
1,30,0,149.000,30784,1.024811,51,51
1,30,0,150.000,30724,1.023895,-54,54
1,30,0,151.000,30766,1.024536,38,38
1,30,0,152.000,30749,1.024277,-15,15
1,30,0,153.000,30744,1.024200,-4,4
1,30,0,154.000,30740,1.024139,-3,3
1,30,0,155.000,30770,1.024597,27,27
1,30,0,156.000,30732,1.024017,-34,34
1,30,0,157.000,30760,1.024445,25,25
1,30,0,158.000,30740,1.024139,-18,18
1,30,0,159.000,30747,1.024246,6,6
1,30,1,0.000,5621,0.000000,5444,5444
1,30,1,1.000,7615,0.030426,1825,1825
1,30,1,2.000,8699,0.046967,992,992
1,30,1,3.000,10447,0.073639,1600,1600
1,30,1,4.000,12133,0.099365,1543,1543
1,30,1,5.000,13431,0.119171,1188,1188
1,30,1,6.000,14463,0.134918,944,944
1,30,1,7.000,15470,0.150284,921,921
1,30,1,8.000,16700,0.169052,1126,1126
1,30,1,9.000,18284,0.193222,1450,1450
1,30,1,10.000,19188,0.207016,827,827
1,30,1,11.000,20030,0.219864,770,770
1,30,1,12.000,20871,0.232697,769,769
1,30,1,13.000,21861,0.247803,906,906
1,30,1,14.000,22536,0.258102,617,617
1,30,1,15.000,23308,0.269882,706,706
1,30,1,16.000,24050,0.281204,679,679
1,30,1,17.000,24684,0.290878,580,580
1,30,1,18.000,25137,0.297791,414,414
1,30,1,19.000,25386,0.301590,227,227
1,30,1,20.000,25531,0.303802,132,132
1,30,1,21.000,25450,0.302567,-74,74
1,30,1,22.000,25492,0.303207,38,38
1,30,1,23.000,25620,0.305161,117,117
1,30,1,24.000,25984,0.310715,333,333
1,30,1,25.000,26533,0.319092,502,502
1,30,1,26.000,26864,0.324142,303,303
1,30,1,27.000,27201,0.329285,308,308
1,30,1,28.000,27280,0.330490,72,72
1,30,1,29.000,27511,0.334015,211,211
1,30,1,30.000,28006,0.341568,453,453
1,30,1,31.000,28522,0.349442,472,472
1,30,1,32.000,28942,0.355850,384,384
1,30,1,33.000,29129,0.358704,171,171
1,30,1,34.000,29369,0.362366,219,219
1,30,1,35.000,29755,0.368256,353,353
1,30,1,36.000,30107,0.373627,322,322
1,30,1,37.000,30394,0.378006,262,262
1,30,1,38.000,30511,0.379791,107,107
1,30,1,39.000,30635,0.381683,113,113
1,30,1,40.000,30646,0.381851,10,10
1,30,1,41.000,30688,0.382492,38,38
1,30,1,42.000,30650,0.381912,-34,34
1,30,1,43.000,30650,0.381912,0,0
1,30,1,44.000,30668,0.382187,16,16
1,30,1,45.000,30690,0.382523,20,20
1,30,1,46.000,30699,0.382660,8,8
1,30,1,47.000,30628,0.381577,-65,65
1,30,1,48.000,30628,0.381577,0,0
1,30,1,49.000,30648,0.381882,18,18
1,30,1,50.000,30643,0.381805,-4,4
1,30,1,51.000,30679,0.382355,32,32
1,30,1,52.000,30699,0.382660,18,18
1,30,1,53.000,30666,0.382156,-30,30
1,30,1,54.000,30704,0.382736,34,34
1,30,1,55.000,30677,0.382324,-24,24
1,30,1,56.000,30667,0.382172,-9,9
1,30,1,57.000,30649,0.381897,-16,16
1,30,1,58.000,30632,0.381638,-15,15
1,30,1,59.000,30626,0.381546,-5,5
1,30,1,60.000,30674,0.382278,43,43
1,30,1,61.000,30670,0.382217,-3,3
1,30,1,62.000,30683,0.382416,11,11
1,30,1,63.000,30665,0.382141,-16,16
1,30,1,64.000,30668,0.382187,2,2
1,30,1,65.000,30665,0.382141,-2,2
1,30,1,66.000,30637,0.381714,-25,25
1,30,1,67.000,30628,0.381577,-8,8
1,30,1,68.000,30672,0.382248,40,40
1,30,1,69.000,30625,0.381531,-43,43
1,30,1,70.000,30654,0.381973,26,26
1,30,1,71.000,30669,0.382202,13,13
1,30,1,72.000,30648,0.381882,-19,19
1,30,1,73.000,30661,0.382080,11,11
1,30,1,74.000,30641,0.381775,-18,18
1,30,1,75.000,30650,0.381912,8,8
1,30,1,76.000,30640,0.381760,-9,9
1,30,1,77.000,30675,0.382294,32,32
1,30,1,78.000,30637,0.381714,-34,34
1,30,1,79.000,30659,0.382050,20,20
1,30,1,80.000,30670,0.382217,10,10
1,30,1,81.000,30665,0.382141,-4,4
1,30,1,82.000,30621,0.381470,-40,40
1,30,1,83.000,30656,0.382004,32,32
1,30,1,84.000,30635,0.381683,-19,19
1,30,1,85.000,30635,0.381683,0,0
1,30,1,86.000,30660,0.382065,22,22
1,30,1,87.000,30618,0.381424,-38,38
1,30,1,88.000,30657,0.382019,35,35
1,30,1,89.000,30650,0.381912,-6,6
1,30,1,90.000,30672,0.382248,20,20
1,30,1,91.000,30688,0.382492,14,14
1,30,1,92.000,30621,0.381470,-61,61
1,30,1,93.000,30693,0.382568,65,65
1,30,1,94.000,30683,0.382416,-9,9
1,30,1,95.000,30645,0.381836,-34,34
1,30,1,96.000,30637,0.381714,-7,7
1,30,1,97.000,30660,0.382065,21,21
1,30,1,98.000,30675,0.382294,13,13
1,30,1,99.000,30644,0.381821,-28,28
1,30,1,100.000,30632,0.381638,-10,10
1,30,1,101.000,30665,0.382141,30,30
1,30,1,102.000,30646,0.381851,-17,17
1,30,1,103.000,30647,0.381866,0,0
1,30,1,104.000,30637,0.381714,-9,9
1,30,1,105.000,30585,0.380920,-47,47
1,30,1,106.000,30632,0.381638,43,43
1,30,1,107.000,30644,0.381821,10,10
1,30,1,108.000,30675,0.382294,28,28
1,30,1,109.000,30648,0.381882,-24,24
1,30,1,110.000,30646,0.381851,-1,1
1,30,1,111.000,30620,0.381454,-23,23
1,30,1,112.000,30693,0.382568,66,66
1,30,1,113.000,30668,0.382187,-22,22
1,30,1,114.000,30679,0.382355,10,10
1,30,1,115.000,30651,0.381927,-25,25
1,30,1,116.000,30660,0.382065,8,8
1,30,1,117.000,30612,0.381332,-43,43
1,30,1,118.000,30650,0.381912,34,34
1,30,1,119.000,30655,0.381989,4,4
1,30,1,120.000,30637,0.381714,-16,16
1,30,1,121.000,30653,0.381958,14,14
1,30,1,122.000,30641,0.381775,-10,10
1,30,1,123.000,30623,0.381500,-16,16
1,30,1,124.000,30657,0.382019,31,31
1,30,1,125.000,30699,0.382660,38,38
1,30,1,126.000,30672,0.382248,-24,24
1,30,1,127.000,30610,0.381302,-56,56
1,30,1,128.000,30637,0.381714,24,24
1,30,1,129.000,30675,0.382294,34,34
1,30,1,130.000,30648,0.381882,-24,24
1,30,1,131.000,30650,0.381912,1,1
1,30,1,132.000,30681,0.382385,28,28
1,30,1,133.000,30735,0.383209,49,49
1,30,1,134.000,30683,0.382416,-47,47
1,30,1,135.000,30636,0.381699,-43,43
1,30,1,136.000,30683,0.382416,43,43
1,30,1,137.000,30673,0.382263,-9,9
1,30,1,138.000,30650,0.381912,-21,21
1,30,1,139.000,30654,0.381973,3,3
1,30,1,140.000,30650,0.381912,-3,3
1,30,1,141.000,30672,0.382248,20,20
1,30,1,142.000,30592,0.381027,-73,73
1,30,1,143.000,30599,0.381134,6,6
1,30,1,144.000,30667,0.382172,62,62
1,30,1,145.000,30659,0.382050,-7,7
1,30,1,146.000,30672,0.382248,11,11
1,30,1,147.000,30650,0.381912,-20,20
1,30,1,148.000,30653,0.381958,2,2
1,30,1,149.000,30639,0.381744,-12,12
1,30,1,150.000,30686,0.382462,43,43
1,30,1,151.000,30692,0.382553,5,5
1,30,1,152.000,30672,0.382248,-18,18
1,30,1,153.000,30653,0.381958,-17,17
1,30,1,154.000,30625,0.381531,-25,25
1,30,1,155.000,30657,0.382019,29,29
1,30,1,156.000,30686,0.382462,26,26
1,30,1,157.000,30626,0.381546,-54,54
1,30,1,158.000,30626,0.381546,0,0
1,30,1,159.000,30625,0.381531,0,0
1,30,2,0.000,58253,0.000000,5606,5606
1,30,2,1.000,59651,0.021332,1279,1279
1,30,2,2.000,61991,0.057037,2142,2142
1,30,2,3.000,63397,0.078491,1287,1287
1,30,2,4.000,64894,0.101334,1370,1370
1,30,2,5.000,759,0.122711,1282,1282
1,30,2,6.000,2244,0.145370,1359,1359
1,30,2,7.000,3378,0.162674,1038,1038
1,30,2,8.000,4719,0.183136,1227,1227
1,30,2,9.000,6392,0.208664,1531,1531
1,30,2,10.000,7589,0.226929,1095,1095
1,30,2,11.000,8468,0.240341,804,804
1,30,2,12.000,9472,0.255661,919,919
1,30,2,13.000,10909,0.277588,1315,1315
1,30,2,14.000,12475,0.301483,1433,1433
1,30,2,15.000,13423,0.315948,867,867
1,30,2,16.000,14210,0.327957,720,720
1,30,2,17.000,14937,0.339050,665,665
1,30,2,18.000,15772,0.351791,764,764
1,30,2,19.000,16889,0.368835,1022,1022
1,30,2,20.000,18039,0.386383,1052,1052
1,30,2,21.000,18650,0.395706,559,559
1,30,2,22.000,19425,0.407532,709,709
1,30,2,23.000,20094,0.417740,612,612
1,30,2,24.000,20710,0.427139,563,563
1,30,2,25.000,21535,0.439728,755,755
1,30,2,26.000,22119,0.448639,534,534
1,30,2,27.000,22797,0.458984,620,620
1,30,2,28.000,23544,0.470383,683,683
1,30,2,29.000,24217,0.480652,616,616
1,30,2,30.000,24776,0.489182,511,511
1,30,2,31.000,25205,0.495728,392,392
1,30,2,32.000,25459,0.499603,232,232
1,30,2,33.000,25580,0.501450,110,110
1,30,2,34.000,25859,0.505707,255,255
1,30,2,35.000,26335,0.512970,435,435
1,30,2,36.000,26872,0.521164,491,491
1,30,2,37.000,27245,0.526855,341,341
1,30,2,38.000,27369,0.528748,113,113
1,30,2,39.000,27661,0.533203,267,267
1,30,2,40.000,28254,0.542252,542,542
1,30,2,41.000,28680,0.548752,390,390
1,30,2,42.000,28999,0.553619,292,292
1,30,2,43.000,29136,0.555710,125,125
1,30,2,44.000,29201,0.556702,59,59
1,30,2,45.000,29417,0.559998,197,197
1,30,2,46.000,29732,0.564804,288,288
1,30,2,47.000,30053,0.569702,293,293
1,30,2,48.000,30364,0.574448,284,284
1,30,2,49.000,30452,0.575790,80,80
1,30,2,50.000,30483,0.576263,28,28
1,30,2,51.000,30504,0.576584,19,19
1,30,2,52.000,30500,0.576523,-3,3
1,30,2,53.000,30495,0.576447,-4,4
1,30,2,54.000,30509,0.576660,12,12
1,30,2,55.000,30500,0.576523,-8,8
1,30,2,56.000,30540,0.577133,36,36
1,30,2,57.000,30516,0.576767,-21,21
1,30,2,58.000,30531,0.576996,13,13
1,30,2,59.000,30518,0.576797,-11,11
1,30,2,60.000,30491,0.576385,-24,24
1,30,2,61.000,30498,0.576492,6,6
1,30,2,62.000,30544,0.577194,42,42
1,30,2,63.000,30549,0.577271,4,4
1,30,2,64.000,30474,0.576126,-68,68
1,30,2,65.000,30467,0.576019,-6,6
1,30,2,66.000,30538,0.577103,65,65
1,30,2,67.000,30537,0.577087,0,0
1,30,2,68.000,30545,0.577209,7,7
1,30,2,69.000,30535,0.577057,-9,9
1,30,2,70.000,30504,0.576584,-28,28
1,30,2,71.000,30500,0.576523,-3,3
1,30,2,72.000,30504,0.576584,3,3
1,30,2,73.000,30507,0.576630,2,2
1,30,2,74.000,30500,0.576523,-6,6
1,30,2,75.000,30531,0.576996,28,28
1,30,2,76.000,30449,0.575745,-75,75
1,30,2,77.000,30529,0.576965,73,73
1,30,2,78.000,30509,0.576660,-18,18
1,30,2,79.000,30537,0.577087,25,25
1,30,2,80.000,30493,0.576416,-40,40
1,30,2,81.000,30512,0.576706,17,17
1,30,2,82.000,30463,0.575958,-44,44
1,30,2,83.000,30472,0.576096,8,8
1,30,2,84.000,30504,0.576584,29,29
1,30,2,85.000,30529,0.576965,22,22
1,30,2,86.000,30515,0.576752,-12,12
1,30,2,87.000,30494,0.576431,-19,19
1,30,2,88.000,30535,0.577057,37,37
1,30,2,89.000,30516,0.576767,-17,17
1,30,2,90.000,30500,0.576523,-14,14
1,30,2,91.000,30505,0.576599,4,4
1,30,2,92.000,30507,0.576630,1,1
1,30,2,93.000,30535,0.577057,25,25
1,30,2,94.000,30500,0.576523,-32,32
1,30,2,95.000,30491,0.576385,-8,8
1,30,2,96.000,30538,0.577103,43,43
1,30,2,97.000,30551,0.577301,11,11
1,30,2,98.000,30476,0.576157,-68,68
1,30,2,99.000,30538,0.577103,56,56
1,30,2,100.000,30540,0.577133,1,1
1,30,2,101.000,30522,0.576859,-16,16
1,30,2,102.000,30488,0.576340,-31,31
1,30,2,103.000,30526,0.576920,34,34
1,30,2,104.000,30535,0.577057,8,8
1,30,2,105.000,30559,0.577423,21,21
1,30,2,106.000,30504,0.576584,-50,50
1,30,2,107.000,30540,0.577133,32,32
1,30,2,108.000,30494,0.576431,-42,42
1,30,2,109.000,30500,0.576523,5,5
1,30,2,110.000,30518,0.576797,16,16
1,30,2,111.000,30531,0.576996,11,11
1,30,2,112.000,30522,0.576859,-8,8
1,30,2,113.000,30478,0.576187,-40,40
1,30,2,114.000,30495,0.576447,15,15
1,30,2,115.000,30495,0.576447,0,0
1,30,2,116.000,30488,0.576340,-6,6
1,30,2,117.000,30511,0.576691,21,21
1,30,2,118.000,30496,0.576462,-13,13
1,30,2,119.000,30524,0.576889,25,25
1,30,2,120.000,30491,0.576385,-30,30
1,30,2,121.000,30512,0.576706,19,19
1,30,2,122.000,30514,0.576736,1,1
1,30,2,123.000,30531,0.576996,15,15
1,30,2,124.000,30496,0.576462,-32,32
1,30,2,125.000,30531,0.576996,32,32
1,30,2,126.000,30516,0.576767,-13,13
1,30,2,127.000,30515,0.576752,0,0
1,30,2,128.000,30540,0.577133,22,22
1,30,2,129.000,30531,0.576996,-8,8
1,30,2,130.000,30524,0.576889,-6,6
1,30,2,131.000,30529,0.576965,4,4
1,30,2,132.000,30489,0.576355,-36,36
1,30,2,133.000,30500,0.576523,10,10
1,30,2,134.000,30505,0.576599,4,4
1,30,2,135.000,30517,0.576782,10,10
1,30,2,136.000,30542,0.577164,22,22
1,30,2,137.000,30549,0.577271,6,6
1,30,2,138.000,30509,0.576660,-36,36
1,30,2,139.000,30478,0.576187,-28,28
1,30,2,140.000,30538,0.577103,54,54
1,30,2,141.000,30502,0.576553,-32,32
1,30,2,142.000,30545,0.577209,39,39
1,30,2,143.000,30516,0.576767,-26,26
1,30,2,144.000,30548,0.577255,29,29
1,30,2,145.000,30507,0.576630,-37,37
1,30,2,146.000,30535,0.577057,25,25
1,30,2,147.000,30526,0.576920,-8,8
1,30,2,148.000,30533,0.577026,6,6
1,30,2,149.000,30522,0.576859,-10,10
1,30,2,150.000,30528,0.576950,5,5
1,30,2,151.000,30467,0.576019,-55,55
1,30,2,152.000,30512,0.576706,41,41
1,30,2,153.000,30522,0.576859,9,9
1,30,2,154.000,30507,0.576630,-13,13
1,30,2,155.000,30495,0.576447,-10,10
1,30,2,156.000,30504,0.576584,8,8
1,30,2,157.000,30476,0.576157,-25,25
1,30,2,158.000,30526,0.576920,45,45
1,30,2,159.000,30540,0.577133,12,12
1,50,0,0.000,52627,0.000000,4759,4759
1,50,0,1.000,54400,0.027054,1623,1623
1,50,0,2.000,56778,0.063339,2177,2177
1,50,0,3.000,58404,0.088150,1488,1488
1,50,0,4.000,59901,0.110992,1370,1370
1,50,0,5.000,62823,0.155579,2675,2675
1,50,0,6.000,64664,0.183670,1685,1685
1,50,0,7.000,1268,0.216324,1959,1959
1,50,0,8.000,3298,0.247299,1858,1858
1,50,0,9.000,5823,0.285828,2311,2311
1,50,0,10.000,8185,0.321869,2162,2162
1,50,0,11.000,10493,0.357086,2113,2113
1,50,0,12.000,13351,0.400696,2616,2616
1,50,0,13.000,15165,0.428375,1660,1660
1,50,0,14.000,17706,0.467148,2326,2326
1,50,0,15.000,20239,0.505798,2319,2319
1,50,0,16.000,22447,0.539490,2021,2021
1,50,0,17.000,24820,0.575699,2172,2172
1,50,0,18.000,27320,0.613846,2288,2288
1,50,0,19.000,29661,0.649567,2143,2143
1,50,0,20.000,31611,0.679321,1785,1785
1,50,0,21.000,34930,0.729965,3038,3038
1,50,0,22.000,36849,0.759247,1756,1756
1,50,0,23.000,39480,0.799393,2408,2408
1,50,0,24.000,42125,0.839752,2421,2421
1,50,0,25.000,44955,0.882935,2590,2590
1,50,0,26.000,47771,0.925903,2578,2578
1,50,0,27.000,50652,0.969864,2637,2637
1,50,0,28.000,53058,1.006577,2202,2202
1,50,0,29.000,56514,1.059311,3164,3164
1,50,0,30.000,58877,1.095367,2163,2163
1,50,0,31.000,62137,1.145111,2984,2984
1,50,0,32.000,64943,1.187927,2568,2568
1,50,0,33.000,2226,1.230942,2580,2580
1,50,0,34.000,5036,1.273819,2572,2572
1,50,0,35.000,8182,1.321823,2880,2880
1,50,0,36.000,11220,1.368179,2781,2781
1,50,0,37.000,13983,1.410339,2529,2529
1,50,0,38.000,16432,1.447708,2242,2242
1,50,0,39.000,19875,1.500244,3152,3152
1,50,0,40.000,22557,1.541168,2455,2455
1,50,0,41.000,25470,1.585617,2666,2666
1,50,0,42.000,28575,1.632996,2842,2842
1,50,0,43.000,30801,1.666962,2037,2037
1,50,0,44.000,34831,1.728455,3689,3689
1,50,0,45.000,36885,1.759796,1880,1880
1,50,0,46.000,40044,1.807999,2892,2892
1,50,0,47.000,42829,1.850494,2549,2549
1,50,0,48.000,45794,1.895737,2714,2714
1,50,0,49.000,48711,1.940247,2670,2670
1,50,0,50.000,51846,1.988083,2870,2870
1,50,0,51.000,54795,2.033081,2699,2699
1,50,0,52.000,57888,2.080276,2831,2831
1,50,0,53.000,60388,2.118423,2288,2288
1,50,0,54.000,64242,2.177231,3528,3528
1,50,0,55.000,1602,2.221420,2651,2651
1,50,0,56.000,4269,2.262115,2441,2441
1,50,0,57.000,7900,2.317520,3324,3324
1,50,0,58.000,10878,2.362961,2726,2726
1,50,0,59.000,14110,2.412277,2958,2958
1,50,0,60.000,16492,2.448624,2180,2180
1,50,0,61.000,20083,2.503418,3287,3287
1,50,0,62.000,22914,2.546616,2591,2591
1,50,0,63.000,26081,2.594940,2899,2899
1,50,0,64.000,29143,2.641663,2803,2803
1,50,0,65.000,31499,2.677612,2156,2156
1,50,0,66.000,35352,2.736404,3527,3527
1,50,0,67.000,37750,2.772995,2195,2195
1,50,0,68.000,40888,2.820877,2872,2872
1,50,0,69.000,43871,2.866394,2731,2731
1,50,0,70.000,47112,2.915848,2967,2967
1,50,0,71.000,49998,2.959885,2642,2642
1,50,0,72.000,52805,3.002716,2569,2569
1,50,0,73.000,56652,3.061417,3522,3522
1,50,0,74.000,59285,3.101593,2410,2410
1,50,0,75.000,62965,3.157745,3369,3369
1,50,0,76.000,108,3.198624,2452,2452
1,50,0,77.000,3141,3.244904,2776,2776
1,50,0,78.000,6892,3.302139,3434,3434
1,50,0,79.000,9327,3.339294,2229,2229
1,50,0,80.000,13205,3.398468,3550,3550
1,50,0,81.000,15560,3.434402,2156,2156
1,50,0,82.000,19134,3.488937,3272,3272
1,50,0,83.000,22180,3.535416,2788,2788
1,50,0,84.000,24835,3.575928,2430,2430
1,50,0,85.000,28056,3.625076,2948,2948
1,50,0,86.000,30605,3.663971,2333,2333
1,50,0,87.000,34593,3.724823,3651,3651
1,50,0,88.000,36861,3.759430,2076,2076
1,50,0,89.000,40126,3.809250,2989,2989
1,50,0,90.000,43007,3.853210,2637,2637
1,50,0,91.000,46061,3.899811,2796,2796
1,50,0,92.000,48713,3.940277,2427,2427
1,50,0,93.000,51792,3.987259,2818,2818
1,50,0,94.000,54804,4.033218,2757,2757
1,50,0,95.000,58132,4.084000,3046,3046
1,50,0,96.000,60821,4.125031,2461,2461
1,50,0,97.000,64431,4.180115,3305,3305
1,50,0,98.000,1917,4.226227,2766,2766
1,50,0,99.000,4837,4.270782,2673,2673
1,50,0,100.000,7998,4.319016,2893,2893
1,50,0,101.000,11042,4.365463,2786,2786
1,50,0,102.000,14132,4.412613,2828,2828
1,50,0,103.000,16835,4.453857,2474,2474
1,50,0,104.000,20143,4.504333,3028,3028
1,50,0,105.000,22891,4.546265,2515,2515
1,50,0,106.000,25995,4.593628,2841,2841
1,50,0,107.000,28744,4.635574,2516,2516
1,50,0,108.000,31176,4.672684,2226,2226
1,50,0,109.000,35202,4.734116,3685,3685
1,50,0,110.000,37464,4.768631,2070,2070
1,50,0,111.000,40739,4.818604,2998,2998
1,50,0,112.000,43648,4.862991,2663,2663
1,50,0,113.000,46912,4.912796,2988,2988
1,50,0,114.000,49929,4.958832,2762,2762
1,50,0,115.000,52538,4.998642,2388,2388
1,50,0,116.000,56472,5.058670,3601,3601
1,50,0,117.000,59061,5.098175,2370,2370
1,50,0,118.000,62707,5.153809,3338,3338
1,50,0,119.000,102,5.198532,2683,2683
1,50,0,120.000,3100,5.244278,2744,2744
1,50,0,121.000,6847,5.301453,3430,3430
1,50,0,122.000,9400,5.340408,2337,2337
1,50,0,123.000,13052,5.396133,3343,3343
1,50,0,124.000,15465,5.432953,2209,2209
1,50,0,125.000,19047,5.487610,3279,3279
1,50,0,126.000,22043,5.533325,2742,2742
1,50,0,127.000,24982,5.578171,2690,2690
1,50,0,128.000,28127,5.626160,2879,2879
1,50,0,129.000,30705,5.665497,2360,2360
1,50,0,130.000,34786,5.727768,3736,3736
1,50,0,131.000,36872,5.759598,1909,1909
